"","seqnames","start","end","width","strand"
"60182","chr1",35423781,35423810,30,"*"
"60183","chr1",35424038,35424082,45,"*"
"60184","chr1",35424355,35425045,691,"*"
"60185","chr1",35425373,35425390,18,"*"
"60186","chr1",35425764,35426076,313,"*"
"60187","chr1",35426095,35427376,1282,"*"
"60188","chr1",35427414,35427535,122,"*"
"60189","chr1",35427735,35427758,24,"*"
"60190","chr1",35427791,35428250,460,"*"
"60191","chr1",35428283,35428335,53,"*"
"60192","chr1",35428372,35428445,74,"*"
"60193","chr1",35428447,35428447,1,"*"
"60194","chr1",35428449,35428460,12,"*"
"60195","chr1",35428473,35428476,4,"*"
"60196","chr1",35428520,35429083,564,"*"
"60197","chr1",35429386,35429927,542,"*"
"60198","chr1",35430255,35431830,1576,"*"
"60199","chr1",35431997,35431997,1,"*"
"60200","chr1",35431999,35432023,25,"*"
"60201","chr1",35432082,35434064,1983,"*"
"60202","chr1",35434400,35436658,2259,"*"
"60203","chr1",35436693,35438503,1811,"*"
"60204","chr1",35438575,35438619,45,"*"
"60205","chr1",35438664,35438724,61,"*"
"60206","chr1",35438867,35439667,801,"*"
"60207","chr1",35439682,35439682,1,"*"
"60208","chr1",35439721,35439737,17,"*"
"60209","chr1",35439741,35439741,1,"*"
"60210","chr1",35439743,35439743,1,"*"
"60211","chr1",35439780,35443398,3619,"*"
"60212","chr1",35443709,35447226,3518,"*"
"60213","chr1",35447300,35447549,250,"*"
"60214","chr1",35447710,35447711,2,"*"
"60215","chr1",35447713,35452822,5110,"*"
"60216","chr1",35452876,35453546,671,"*"
"60217","chr1",35453566,35455558,1993,"*"
"60218","chr1",35455876,35456537,662,"*"
"60219","chr1",35456972,35457491,520,"*"
"60220","chr1",35457538,35457928,391,"*"
"60221","chr1",35458243,35459326,1084,"*"
"60222","chr1",35459622,35461182,1561,"*"
"60223","chr1",35461485,35461969,485,"*"
"60224","chr1",35462010,35463835,1826,"*"
"60225","chr1",35463844,35463844,1,"*"
"60226","chr1",35463897,35463963,67,"*"
"60227","chr1",35463977,35463977,1,"*"
"60228","chr1",35463979,35463979,1,"*"
"60229","chr1",35463986,35463986,1,"*"
"60230","chr1",35463993,35464046,54,"*"
"60231","chr1",35464065,35464065,1,"*"
"60232","chr1",35464067,35464068,2,"*"
"60233","chr1",35464081,35464194,114,"*"
"60234","chr1",35464313,35464325,13,"*"
"60235","chr1",35464364,35464409,46,"*"
"60236","chr1",35464411,35464438,28,"*"
"60237","chr1",35464539,35464540,2,"*"
"60238","chr1",35464542,35464542,1,"*"
"60239","chr1",35464544,35464545,2,"*"
"60240","chr1",35464605,35464825,221,"*"
"60241","chr1",35464830,35464833,4,"*"
"60242","chr1",35464845,35464846,2,"*"
"60243","chr1",35464893,35464977,85,"*"
"60244","chr1",35464982,35464987,6,"*"
"60245","chr1",35464989,35464991,3,"*"
"60246","chr1",35464994,35464997,4,"*"
"60247","chr1",35465009,35465047,39,"*"
"60248","chr1",35465078,35465304,227,"*"
"60249","chr1",35465374,35465565,192,"*"
"60250","chr1",35465567,35465572,6,"*"
"60251","chr1",35465767,35465793,27,"*"
"60252","chr1",35465816,35465910,95,"*"
"60253","chr1",35466039,35466884,846,"*"
"60254","chr1",35466995,35467012,18,"*"
"60255","chr1",35467023,35467023,1,"*"
"60256","chr1",35467052,35467104,53,"*"
"60257","chr1",35467128,35467350,223,"*"
"60258","chr1",35467378,35467688,311,"*"
"60259","chr1",35467992,35468133,142,"*"
"60260","chr1",35468172,35469052,881,"*"
"60261","chr1",35469087,35469090,4,"*"
"60262","chr1",35469213,35469216,4,"*"
"60263","chr1",35469219,35470000,782,"*"
"60264","chr1",35470042,35470043,2,"*"
"60265","chr1",35470048,35470050,3,"*"
"60266","chr1",35470052,35470053,2,"*"
"60267","chr1",35470057,35470116,60,"*"
"60268","chr1",35470178,35470219,42,"*"
"60269","chr1",35470286,35470292,7,"*"
"60270","chr1",35470294,35470340,47,"*"
"60271","chr1",35470347,35470357,11,"*"
"60272","chr1",35470359,35470373,15,"*"
"60273","chr1",35470535,35471734,1200,"*"
"60274","chr1",35471763,35472325,563,"*"
"60275","chr1",35472515,35472532,18,"*"
"60276","chr1",35472592,35472593,2,"*"
"60277","chr1",35472596,35472773,178,"*"
"60278","chr1",35472928,35472953,26,"*"
"60279","chr1",35473389,35474711,1323,"*"
"60280","chr1",35474724,35474724,1,"*"
"60281","chr1",35474737,35475557,821,"*"
"60282","chr1",35475631,35477096,1466,"*"
"60283","chr1",35477217,35477378,162,"*"
"60284","chr1",35477782,35477794,13,"*"
"60285","chr1",35477868,35477984,117,"*"
"60286","chr1",35478045,35478285,241,"*"
"60287","chr1",35478297,35478310,14,"*"
"60288","chr1",35478316,35478416,101,"*"
"60289","chr1",35478426,35478427,2,"*"
"60290","chr1",35478435,35479632,1198,"*"
"60291","chr1",35479678,35479736,59,"*"
"60292","chr1",35479738,35479738,1,"*"
"60293","chr1",35479741,35479754,14,"*"
"60294","chr1",35479860,35479877,18,"*"
"60295","chr1",35479992,35480499,508,"*"
"60296","chr1",35480712,35480713,2,"*"
"60297","chr1",35480715,35480742,28,"*"
"60298","chr1",35480749,35480787,39,"*"
"60299","chr1",35480799,35481799,1001,"*"
"60300","chr1",35482131,35482420,290,"*"
"60301","chr1",35482731,35484697,1967,"*"
"60302","chr1",35485042,35485296,255,"*"
"60303","chr1",35485320,35486248,929,"*"
"60304","chr1",35486284,35486343,60,"*"
"60305","chr1",35486450,35486686,237,"*"
"60306","chr1",35486699,35486701,3,"*"
"60307","chr1",35486792,35486866,75,"*"
"60308","chr1",35486894,35486905,12,"*"
"60309","chr1",35486919,35487261,343,"*"
"60310","chr1",35487273,35487273,1,"*"
"60311","chr1",35487279,35487315,37,"*"
"60312","chr1",35487526,35489204,1679,"*"
"60313","chr1",35489237,35489651,415,"*"
"60314","chr1",35489955,35489999,45,"*"
"60315","chr1",35490083,35490734,652,"*"
"60316","chr1",35490764,35490868,105,"*"
"60317","chr1",35490870,35490958,89,"*"
"60318","chr1",35491060,35492234,1175,"*"
"60319","chr1",35492524,35492645,122,"*"
"60320","chr1",35492675,35493378,704,"*"
"60321","chr1",35493400,35493462,63,"*"
"60322","chr1",35493488,35493609,122,"*"
"60323","chr1",35493624,35493624,1,"*"
"60324","chr1",35493626,35493634,9,"*"
"60325","chr1",35493664,35493664,1,"*"
"60326","chr1",35493667,35493721,55,"*"
"60327","chr1",35493875,35494179,305,"*"
"60328","chr1",35494488,35494523,36,"*"
"60329","chr1",35494630,35494633,4,"*"
"60330","chr1",35494689,35495094,406,"*"
"60331","chr1",35495346,35495623,278,"*"
"60332","chr1",35495670,35495693,24,"*"
"60333","chr1",35495796,35495818,23,"*"
"60334","chr1",35495894,35495926,33,"*"
"60335","chr1",35495929,35495929,1,"*"
"60336","chr1",35495947,35496144,198,"*"
"60337","chr1",35496174,35496197,24,"*"
"60338","chr1",35496356,35496390,35,"*"
"60339","chr1",35496423,35496670,248,"*"
"60340","chr1",35496873,35496908,36,"*"
"60341","chr1",35496984,35497229,246,"*"
"60342","chr1",35497251,35498047,797,"*"
"60343","chr1",35498311,35498334,24,"*"
"60344","chr1",35498351,35499285,935,"*"
"60345","chr1",35499339,35499489,151,"*"
"60346","chr1",35499546,35499708,163,"*"
"60347","chr1",35499724,35499764,41,"*"
"60348","chr1",35499833,35500935,1103,"*"
"60349","chr1",35500953,35501594,642,"*"
"60350","chr1",35501911,35502007,97,"*"
"60351","chr1",35502131,35502188,58,"*"
"60352","chr1",35502190,35502190,1,"*"
"60353","chr1",35502311,35502416,106,"*"
"60354","chr1",35502476,35503870,1395,"*"
"60355","chr1",35504143,35504194,52,"*"
"60356","chr1",35504496,35510363,5868,"*"
"60357","chr1",35510422,35510580,159,"*"
"60358","chr1",35510646,35510719,74,"*"
"60359","chr1",35510742,35510796,55,"*"
"60360","chr1",35510846,35510847,2,"*"
"60361","chr1",35510850,35510858,9,"*"
"60362","chr1",35510895,35511262,368,"*"
"60363","chr1",35511294,35511453,160,"*"
"60364","chr1",35511509,35511509,1,"*"
"60365","chr1",35511566,35511992,427,"*"
"60366","chr1",35512177,35512204,28,"*"
"60367","chr1",35512365,35512589,225,"*"
"60368","chr1",35512914,35513029,116,"*"
"60369","chr1",35513045,35513072,28,"*"
"60370","chr1",35513133,35513153,21,"*"
"60371","chr1",35513158,35513160,3,"*"
"60372","chr1",35513167,35513186,20,"*"
"60373","chr1",35513360,35513415,56,"*"
"60374","chr1",35513441,35513445,5,"*"
"60375","chr1",35513470,35513493,24,"*"
"60376","chr1",35513532,35514359,828,"*"
"60377","chr1",35514390,35514600,211,"*"
"60378","chr1",35514659,35514694,36,"*"
"60379","chr1",35514766,35514808,43,"*"
"60380","chr1",35514861,35514969,109,"*"
"60381","chr1",35515002,35515029,28,"*"
"60382","chr1",35515352,35515433,82,"*"
"60383","chr1",35515591,35515700,110,"*"
"60384","chr1",35515706,35516072,367,"*"
"60385","chr1",35516097,35516290,194,"*"
"60386","chr1",35516355,35516392,38,"*"
"60387","chr1",35516467,35516489,23,"*"
"60388","chr1",35516548,35516610,63,"*"
"60389","chr1",35516650,35517070,421,"*"
"60390","chr1",35517112,35517172,61,"*"
"60391","chr1",35517184,35517324,141,"*"
"60392","chr1",35517344,35517377,34,"*"
"60393","chr1",35517404,35517482,79,"*"
"60394","chr1",35517597,35517682,86,"*"
"60395","chr1",35517833,35517980,148,"*"
"60396","chr1",35518067,35518126,60,"*"
"60397","chr1",35518157,35518158,2,"*"
"60398","chr1",35518160,35518323,164,"*"
"60399","chr1",35518326,35518331,6,"*"
"60400","chr1",35518333,35518334,2,"*"
"60401","chr1",35518395,35518501,107,"*"
"60402","chr1",35518507,35518508,2,"*"
"60403","chr1",35518510,35518511,2,"*"
"60404","chr1",35518523,35518526,4,"*"
"60405","chr1",35518528,35518603,76,"*"
"60406","chr1",35518653,35518717,65,"*"
"60407","chr1",35519014,35519749,736,"*"
"60408","chr1",35519769,35520086,318,"*"
"60409","chr1",35520399,35520399,1,"*"
"60410","chr1",35520403,35520472,70,"*"
"60411","chr1",35520474,35520475,2,"*"
"60412","chr1",35520477,35520480,4,"*"
"60413","chr1",35520513,35520578,66,"*"
"60414","chr1",35520621,35521060,440,"*"
"60415","chr1",35521204,35521229,26,"*"
"60416","chr1",35521347,35521347,1,"*"
"60417","chr1",35522004,35522281,278,"*"
"60418","chr1",35522575,35522732,158,"*"
"60419","chr1",35523053,35525525,2473,"*"
"60420","chr1",35525530,35525534,5,"*"
"60421","chr1",35525598,35525598,1,"*"
"60422","chr1",35525600,35526249,650,"*"
"60423","chr1",35526589,35526621,33,"*"
"60424","chr1",35526632,35526865,234,"*"
"60425","chr1",35526896,35527187,292,"*"
"60426","chr1",35527237,35527834,598,"*"
"60427","chr1",35527858,35528204,347,"*"
"60428","chr1",35528241,35529105,865,"*"
"60429","chr1",35529107,35529112,6,"*"
"60430","chr1",35529114,35529117,4,"*"
"60431","chr1",35529120,35529120,1,"*"
"60432","chr1",35529131,35529218,88,"*"
"60433","chr1",35529266,35530133,868,"*"
"60434","chr1",35530139,35530139,1,"*"
"60435","chr1",35530225,35530281,57,"*"
"60436","chr1",35530311,35531984,1674,"*"
"60437","chr1",35532129,35532189,61,"*"
"60438","chr1",35532269,35534574,2306,"*"
"60439","chr1",35534916,35534916,1,"*"
"60440","chr1",35534922,35534955,34,"*"
"60441","chr1",35535139,35537355,2217,"*"
"60442","chr1",35537425,35537605,181,"*"
"60443","chr1",35537650,35538321,672,"*"
"60444","chr1",35538380,35538381,2,"*"
"60445","chr1",35538630,35540945,2316,"*"
"60446","chr1",35540960,35541158,199,"*"
"60447","chr1",35541168,35541168,1,"*"
"60448","chr1",35541171,35541171,1,"*"
"60449","chr1",35541173,35541175,3,"*"
"60450","chr1",35541233,35541322,90,"*"
"60451","chr1",35541646,35544096,2451,"*"
"60452","chr1",35544404,35545639,1236,"*"
"60453","chr1",35545883,35546924,1042,"*"
"60454","chr1",35547346,35547862,517,"*"
"60455","chr1",35547866,35547878,13,"*"
"60456","chr1",35547880,35547933,54,"*"
"60457","chr1",35548140,35549047,908,"*"
"60458","chr1",35549102,35549200,99,"*"
"60459","chr1",35549309,35551338,2030,"*"
"60460","chr1",35551372,35551385,14,"*"
"60461","chr1",35551623,35551640,18,"*"
"60462","chr1",35551666,35552037,372,"*"
"60463","chr1",35552066,35552068,3,"*"
"60464","chr1",35552140,35552155,16,"*"
"60465","chr1",35552275,35552801,527,"*"
"60466","chr1",35552880,35552880,1,"*"
"60467","chr1",35552888,35552944,57,"*"
"60468","chr1",35553067,35553080,14,"*"
"60469","chr1",35553106,35553107,2,"*"
"60470","chr1",35553110,35553155,46,"*"
"60471","chr1",35553157,35553710,554,"*"
"60472","chr1",35553745,35554303,559,"*"
"60473","chr1",35554326,35559040,4715,"*"
"60474","chr1",35559063,35559740,678,"*"
"60475","chr1",35559761,35566618,6858,"*"
"60476","chr1",35566691,35567636,946,"*"
"60477","chr1",35567747,35570836,3090,"*"
"60478","chr1",35570889,35570927,39,"*"
"60479","chr1",35570929,35570929,1,"*"
"60480","chr1",35571010,35571040,31,"*"
"60481","chr1",35571144,35573259,2116,"*"
"60482","chr1",35573273,35573877,605,"*"
"60483","chr1",35574353,35574387,35,"*"
"60484","chr1",35574392,35574392,1,"*"
"60485","chr1",35574399,35576924,2526,"*"
"60486","chr1",35577062,35578279,1218,"*"
"60487","chr1",35578454,35578807,354,"*"
"60488","chr1",35579425,35579508,84,"*"
"60489","chr1",35579701,35579924,224,"*"
"60490","chr1",35580228,35580475,248,"*"
"60491","chr1",35580794,35581558,765,"*"
"60492","chr1",35581871,35581872,2,"*"
"60493","chr1",35581874,35581895,22,"*"
"60494","chr1",35582085,35582108,24,"*"
"60495","chr1",35582178,35582460,283,"*"
"60496","chr1",35582591,35582591,1,"*"
"60497","chr1",35582595,35582595,1,"*"
"60498","chr1",35582621,35582625,5,"*"
"60499","chr1",35582629,35582639,11,"*"
"60500","chr1",35582668,35582756,89,"*"
"60501","chr1",35582778,35582892,115,"*"
"60502","chr1",35583091,35583100,10,"*"
"60503","chr1",35583112,35583115,4,"*"
"60504","chr1",35583194,35583310,117,"*"
"60505","chr1",35583408,35583595,188,"*"
"60506","chr1",35583651,35584112,462,"*"
"60507","chr1",35584170,35584259,90,"*"
"60508","chr1",35584263,35584270,8,"*"
"60509","chr1",35584389,35584533,145,"*"
"60510","chr1",35584585,35584611,27,"*"
"60511","chr1",35584726,35584761,36,"*"
"60512","chr1",35584764,35584764,1,"*"
"60513","chr1",35584833,35585765,933,"*"
"60514","chr1",35585823,35585834,12,"*"
"60515","chr1",35585839,35585841,3,"*"
"60516","chr1",35586060,35587354,1295,"*"
"60517","chr1",35587696,35589177,1482,"*"
"60518","chr1",35589247,35589494,248,"*"
"60519","chr1",35589520,35590283,764,"*"
"60520","chr1",35590328,35590920,593,"*"
"60521","chr1",35590922,35590938,17,"*"
"60522","chr1",35590970,35590971,2,"*"
"60523","chr1",35590974,35591201,228,"*"
"60524","chr1",35591259,35591687,429,"*"
"60525","chr1",35591977,35592069,93,"*"
"60526","chr1",35592135,35592145,11,"*"
"60527","chr1",35592230,35592271,42,"*"
"60528","chr1",35592277,35592280,4,"*"
"60529","chr1",35592305,35592416,112,"*"
"60530","chr1",35592683,35593137,455,"*"
"60531","chr1",35593176,35593184,9,"*"
"60532","chr1",35593304,35598324,5021,"*"
"60533","chr1",35598386,35598407,22,"*"
"60534","chr1",35598634,35598635,2,"*"
"60535","chr1",35598640,35599912,1273,"*"
"60536","chr1",35599957,35600160,204,"*"
"60537","chr1",35600170,35601044,875,"*"
"60538","chr1",35601373,35602209,837,"*"
"60539","chr1",35602211,35602215,5,"*"
"60540","chr1",35602312,35602511,200,"*"
"60541","chr1",35602797,35603841,1045,"*"
"60542","chr1",35603849,35603853,5,"*"
"60543","chr1",35603863,35603864,2,"*"
"60544","chr1",35603867,35603919,53,"*"
"60545","chr1",35603924,35603979,56,"*"
"60546","chr1",35604084,35604496,413,"*"
"60547","chr1",35604782,35606475,1694,"*"
"60548","chr1",35606478,35606480,3,"*"
"60549","chr1",35606492,35607425,934,"*"
"60550","chr1",35607427,35607428,2,"*"
"60551","chr1",35607470,35608090,621,"*"
"60552","chr1",35608389,35609928,1540,"*"
"60553","chr1",35609955,35610195,241,"*"
"60554","chr1",35610238,35610286,49,"*"
"60555","chr1",35610352,35610421,70,"*"
"60556","chr1",35610452,35610491,40,"*"
"60557","chr1",35610801,35611336,536,"*"
"60558","chr1",35611359,35611377,19,"*"
"60559","chr1",35611446,35611535,90,"*"
"60560","chr1",35611779,35611798,20,"*"
"60561","chr1",35611896,35611918,23,"*"
"60562","chr1",35611965,35613378,1414,"*"
"60563","chr1",35613393,35617061,3669,"*"
"60564","chr1",35617337,35620501,3165,"*"
"60565","chr1",35620796,35620813,18,"*"
"60566","chr1",35620968,35621001,34,"*"
"60567","chr1",35621033,35621731,699,"*"
"60568","chr1",35621791,35621810,20,"*"
"60569","chr1",35622016,35622801,786,"*"
"60570","chr1",35622854,35624471,1618,"*"
"60571","chr1",35625076,35625481,406,"*"
"60572","chr1",35625793,35625852,60,"*"
"60573","chr1",35626139,35627175,1037,"*"
"60574","chr1",35627178,35627179,2,"*"
"60575","chr1",35627214,35627214,1,"*"
"60576","chr1",35627216,35627225,10,"*"
"60577","chr1",35627298,35627392,95,"*"
"60578","chr1",35627425,35627429,5,"*"
"60579","chr1",35627502,35627609,108,"*"
"60580","chr1",35627651,35628533,883,"*"
"60581","chr1",35628706,35629592,887,"*"
"60582","chr1",35629735,35629793,59,"*"
"60583","chr1",35629856,35629886,31,"*"
"60584","chr1",35630145,35630147,3,"*"
"60585","chr1",35630176,35630183,8,"*"
"60586","chr1",35630205,35631007,803,"*"
"60587","chr1",35631022,35631751,730,"*"
"60588","chr1",35631782,35631789,8,"*"
"60589","chr1",35631792,35631792,1,"*"
"60590","chr1",35631794,35631794,1,"*"
"60591","chr1",35631875,35631879,5,"*"
"60592","chr1",35631881,35631882,2,"*"
"60593","chr1",35631918,35631972,55,"*"
"60594","chr1",35632020,35632623,604,"*"
"60595","chr1",35632670,35632692,23,"*"
"60596","chr1",35632772,35632849,78,"*"
"60597","chr1",35632855,35632906,52,"*"
"60598","chr1",35632910,35632940,31,"*"
"60599","chr1",35632942,35632942,1,"*"
"60600","chr1",35632946,35632950,5,"*"
"60601","chr1",35632954,35632957,4,"*"
"60602","chr1",35632971,35632991,21,"*"
"60603","chr1",35633152,35633200,49,"*"
"60604","chr1",35633254,35634388,1135,"*"
"60605","chr1",35634442,35634465,24,"*"
"60606","chr1",35634518,35634586,69,"*"
"60607","chr1",35634675,35634765,91,"*"
"60608","chr1",35634818,35634845,28,"*"
"60609","chr1",35634850,35634852,3,"*"
"60610","chr1",35634940,35634978,39,"*"
"60611","chr1",35635309,35635310,2,"*"
"60612","chr1",35635398,35635544,147,"*"
"60613","chr1",35635873,35638972,3100,"*"
"60614","chr1",35639283,35640038,756,"*"
"60615","chr1",35640115,35640580,466,"*"
"60616","chr1",35640671,35640680,10,"*"
"60617","chr1",35640780,35640929,150,"*"
"60618","chr1",35641052,35641146,95,"*"
"60619","chr1",35641187,35641947,761,"*"
"60620","chr1",35642324,35642614,291,"*"
"60621","chr1",35642616,35642616,1,"*"
"60622","chr1",35642618,35642618,1,"*"
"60623","chr1",35642711,35642716,6,"*"
"60624","chr1",35642721,35642726,6,"*"
"60625","chr1",35642861,35643125,265,"*"
"60626","chr1",35643434,35643501,68,"*"
"60627","chr1",35643798,35644825,1028,"*"
"60628","chr1",35644845,35644874,30,"*"
"60629","chr1",35644884,35646549,1666,"*"
"60630","chr1",35646583,35646632,50,"*"
"60631","chr1",35646673,35646803,131,"*"
"60632","chr1",35646844,35646895,52,"*"
"60633","chr1",35646991,35647037,47,"*"
"60634","chr1",35647352,35647660,309,"*"
"60635","chr1",35647975,35648714,740,"*"
"60636","chr1",35649029,35652953,3925,"*"
"60637","chr1",35653000,35653028,29,"*"
"60638","chr1",35653060,35653106,47,"*"
"60639","chr1",35653239,35653844,606,"*"
"60640","chr1",35654148,35658334,4187,"*"
"60641","chr1",35658390,35658492,103,"*"
"60642","chr1",35658530,35658679,150,"*"
"60643","chr1",35658724,35658801,78,"*"
"60644","chr1",35658944,35660261,1318,"*"
"60645","chr1",35660309,35661143,835,"*"
"60646","chr1",35661361,35661361,1,"*"
"60647","chr1",35661382,35661384,3,"*"
"60648","chr1",35661395,35661404,10,"*"
"60649","chr1",35661410,35661489,80,"*"
"60650","chr1",35661520,35662122,603,"*"
"60651","chr1",35662435,35662655,221,"*"
"60652","chr1",35662975,35663699,725,"*"
"60653","chr1",35663807,35663848,42,"*"
"60654","chr1",35663852,35663852,1,"*"
"60655","chr1",35663891,35664003,113,"*"
"60656","chr1",35664315,35664649,335,"*"
"60657","chr1",35664869,35664884,16,"*"
"60658","chr1",35664962,35665205,244,"*"
"60659","chr1",35665228,35665360,133,"*"
"60660","chr1",35665383,35665391,9,"*"
"60661","chr1",35665561,35665596,36,"*"
"60662","chr1",35665680,35665683,4,"*"
"60663","chr1",35665976,35669460,3485,"*"
"60664","chr1",35670082,35670318,237,"*"
"60665","chr1",35670381,35670420,40,"*"
"60666","chr1",35670480,35670480,1,"*"
"60667","chr1",35670515,35670537,23,"*"
"60668","chr1",35670562,35670971,410,"*"
"60669","chr1",35671020,35671230,211,"*"
"60670","chr1",35671602,35671608,7,"*"
"60671","chr1",35671835,35671884,50,"*"
"60672","chr1",35671994,35672025,32,"*"
"60673","chr1",35672064,35673457,1394,"*"
"60674","chr1",35673771,35674439,669,"*"
"60675","chr1",35674692,35674745,54,"*"
"60676","chr1",35675120,35675146,27,"*"
"60677","chr1",35675186,35675224,39,"*"
"60678","chr1",35675247,35675296,50,"*"
"60679","chr1",35675332,35676016,685,"*"
"60680","chr1",35676078,35676096,19,"*"
"60681","chr1",35676098,35676425,328,"*"
"60682","chr1",35676541,35677356,816,"*"
"60683","chr1",35677386,35677401,16,"*"
"60684","chr1",35677567,35677596,30,"*"
"60685","chr1",35677634,35678003,370,"*"
"60686","chr1",35678031,35678032,2,"*"
"60687","chr1",35678035,35678181,147,"*"
"60688","chr1",35678462,35678688,227,"*"
"60689","chr1",35678691,35678697,7,"*"
"60690","chr1",35678703,35678703,1,"*"
"60691","chr1",35678707,35679721,1015,"*"
"60692","chr1",35679723,35679723,1,"*"
"60693","chr1",35680249,35680600,352,"*"
"60694","chr1",35680604,35680709,106,"*"
"60695","chr1",35680773,35681036,264,"*"
"60696","chr1",35681059,35681304,246,"*"
"60697","chr1",35681399,35681448,50,"*"
"60698","chr1",35681516,35681516,1,"*"
"60699","chr1",35681518,35681525,8,"*"
"60700","chr1",35681659,35681680,22,"*"
"60701","chr1",35682035,35682058,24,"*"
"60702","chr1",35682105,35682119,15,"*"
"60703","chr1",35682158,35682283,126,"*"
"60704","chr1",35682313,35682316,4,"*"
"60705","chr1",35682318,35682327,10,"*"
"60706","chr1",35682546,35682730,185,"*"
"60707","chr1",35683037,35685702,2666,"*"
"60708","chr1",35685722,35685739,18,"*"
"60709","chr1",35685991,35686030,40,"*"
"60710","chr1",35686291,35686301,11,"*"
"60711","chr1",35686341,35687033,693,"*"
"60712","chr1",35687061,35687336,276,"*"
"60713","chr1",35687389,35687659,271,"*"
"60714","chr1",35687699,35687732,34,"*"
"60715","chr1",35687734,35687736,3,"*"
"60716","chr1",35687745,35687850,106,"*"
"60717","chr1",35687883,35687938,56,"*"
"60718","chr1",35687943,35687944,2,"*"
"60719","chr1",35687950,35688011,62,"*"
"60720","chr1",35688177,35688974,798,"*"
"60721","chr1",35689005,35689210,206,"*"
"60722","chr1",35689527,35689803,277,"*"
"60723","chr1",35689916,35689968,53,"*"
"60724","chr1",35690009,35690012,4,"*"
"60725","chr1",35690014,35690020,7,"*"
"60726","chr1",35690205,35690236,32,"*"
"60727","chr1",35690292,35690298,7,"*"
"60728","chr1",35690303,35690304,2,"*"
"60729","chr1",35690324,35690335,12,"*"
"60730","chr1",35690425,35690456,32,"*"
"60731","chr1",35690714,35690718,5,"*"
"60732","chr1",35690720,35690720,1,"*"
"60733","chr1",35690722,35690723,2,"*"
"60734","chr1",35690762,35691535,774,"*"
"60735","chr1",35691537,35691537,1,"*"
"60736","chr1",35691539,35691539,1,"*"
"60737","chr1",35691545,35691570,26,"*"
"60738","chr1",35691782,35692868,1087,"*"
"60739","chr1",35693009,35693012,4,"*"
"60740","chr1",35693149,35693156,8,"*"
"60741","chr1",35693287,35693288,2,"*"
"60742","chr1",35693304,35693304,1,"*"
"60743","chr1",35693323,35693323,1,"*"
"60744","chr1",35693450,35693745,296,"*"
"60745","chr1",35694063,35694408,346,"*"
"60746","chr1",35694445,35694546,102,"*"
"60747","chr1",35694799,35694944,146,"*"
"60748","chr1",35694969,35694990,22,"*"
"60749","chr1",35695303,35696464,1162,"*"
"60750","chr1",35696488,35697194,707,"*"
"60751","chr1",35697514,35698083,570,"*"
"60752","chr1",35698173,35698176,4,"*"
"60753","chr1",35698184,35698462,279,"*"
"60754","chr1",35698482,35698486,5,"*"
"60755","chr1",35698489,35699132,644,"*"
"60756","chr1",35699207,35699312,106,"*"
"60757","chr1",35699413,35699899,487,"*"
"60758","chr1",35700224,35700324,101,"*"
"60759","chr1",35700369,35701184,816,"*"
"60760","chr1",35701284,35701292,9,"*"
"60761","chr1",35701298,35701311,14,"*"
"60762","chr1",35701325,35701343,19,"*"
"60763","chr1",35701380,35701440,61,"*"
"60764","chr1",35701489,35701557,69,"*"
"60765","chr1",35701610,35701741,132,"*"
"60766","chr1",35701833,35702390,558,"*"
"60767","chr1",35702535,35703245,711,"*"
"60768","chr1",35703284,35703526,243,"*"
"60769","chr1",35703665,35703680,16,"*"
"60770","chr1",35703816,35703922,107,"*"
"60771","chr1",35703934,35703960,27,"*"
"60772","chr1",35704206,35704714,509,"*"
"60773","chr1",35704823,35704826,4,"*"
"60774","chr1",35704828,35704829,2,"*"
"60775","chr1",35704832,35704851,20,"*"
"60776","chr1",35705147,35705825,679,"*"
"60777","chr1",35705917,35706016,100,"*"
"60778","chr1",35706094,35706094,1,"*"
"60779","chr1",35706100,35706109,10,"*"
"60780","chr1",35706407,35706736,330,"*"
"60781","chr1",35706962,35707814,853,"*"
"60782","chr1",35708307,35709728,1422,"*"
"60783","chr1",35709750,35709959,210,"*"
"60784","chr1",35710269,35710399,131,"*"
"60785","chr1",35710419,35710630,212,"*"
"60786","chr1",35710665,35711264,600,"*"
"60787","chr1",35711572,35711930,359,"*"
"60788","chr1",35712216,35712464,249,"*"
"60789","chr1",35712741,35712744,4,"*"
"60790","chr1",35712847,35712886,40,"*"
"60791","chr1",35712928,35712961,34,"*"
"60792","chr1",35712994,35713251,258,"*"
"60793","chr1",35713276,35713281,6,"*"
"60794","chr1",35713548,35716715,3168,"*"
"60795","chr1",35716986,35719478,2493,"*"
"60796","chr1",35719823,35720428,606,"*"
"60797","chr1",35720603,35720605,3,"*"
"60798","chr1",35720748,35721417,670,"*"
"60799","chr1",35721680,35721855,176,"*"
"60800","chr1",35722171,35722241,71,"*"
"60801","chr1",35722550,35722710,161,"*"
"60802","chr1",35722781,35722796,16,"*"
"60803","chr1",35722929,35723728,800,"*"
"60804","chr1",35723772,35723773,2,"*"
"60805","chr1",35723988,35723988,1,"*"
"60806","chr1",35723990,35724170,181,"*"
"60807","chr1",35724228,35725498,1271,"*"
"60808","chr1",35725535,35726131,597,"*"
"60809","chr1",35726207,35728062,1856,"*"
"60810","chr1",35728139,35728199,61,"*"
"60811","chr1",35728380,35728906,527,"*"
"60812","chr1",35728996,35730282,1287,"*"
"60813","chr1",35730494,35730499,6,"*"
