"","seqnames","start","end","width","flank.5","flank.3","total.width"
"22211","chr9",4745546,4745568,23,75,71,169
"22212","chr9",4761146,4761168,23,76,3,102
"22213","chr9",4855053,4855073,21,38,6,65
"22214","chr9",5042125,5042148,24,69,90,183
"22215","chr9",5392815,5392857,43,6,140,189
"22216","chr9",5452016,5452043,28,85,147,260
"22217","chr9",5629197,5629215,19,4,114,137
"22218","chr9",5702499,5702545,47,65,122,234
"22219","chr9",5702539,5702558,20,10,82,112
"22220","chr9",5865512,5865541,30,138,70,238
"22221","chr9",6419912,6419930,19,44,138,201
"22222","chr9",6423950,6423968,19,92,38,149
"22223","chr9",6634528,6634562,35,95,7,137
"22224","chr9",6697497,6697516,20,25,5,50
"22225","chr9",6732365,6732401,37,141,6,184
"22226","chr9",6738136,6738183,48,136,72,256
"22227","chr9",6747004,6747043,40,27,8,75
"22228","chr9",6747198,6747228,31,110,119,260
"22229","chr9",6752333,6752361,29,83,6,118
"22230","chr9",6770768,6770787,20,69,117,206
"22231","chr9",6856748,6856768,21,69,18,108
"22232","chr9",8222755,8222857,103,22,10,135
"22233","chr9",8353418,8353449,32,7,88,127
"22234","chr9",8581767,8581815,49,148,104,301
"22235","chr9",8858086,8858125,40,113,34,187
"22236","chr9",8858797,8858862,66,50,23,139
"22237","chr9",10612956,10612998,43,26,18,87
"22238","chr9",10613176,10613193,18,59,83,160
"22239","chr9",10766276,10766319,44,61,7,112
"22240","chr9",11073101,11073135,35,76,32,143
"22241","chr9",11150140,11150157,18,29,143,190
"22242","chr9",12352903,12352922,20,132,32,184
"22243","chr9",12665652,12665692,41,58,143,242
"22244","chr9",13279243,13279299,57,49,97,203
"22245","chr9",14007445,14007465,21,30,111,162
"22246","chr9",14053361,14053379,19,127,105,251
"22247","chr9",14314318,14314347,30,139,6,175
"22248","chr9",14692899,14692916,18,12,67,97
"22249","chr9",14693156,14693196,41,10,49,100
"22250","chr9",14856836,14856856,21,120,3,144
"22251","chr9",15302540,15302563,24,67,83,174
"22252","chr9",15348314,15348333,20,10,6,36
"22253","chr9",15515374,15515397,24,8,145,177
"22254","chr9",15605516,15605537,22,145,35,202
"22255","chr9",15637463,15637486,24,116,30,170
"22256","chr9",16059492,16059525,34,121,29,184
"22257","chr9",16677579,16677607,29,50,118,197
"22258","chr9",16793855,16793883,29,38,53,120
"22259","chr9",16872285,16872304,20,62,94,176
"22260","chr9",16901579,16901596,18,97,74,189
"22261","chr9",17098476,17098510,35,5,140,180
"22262","chr9",17440422,17440439,18,145,23,186
"22263","chr9",17612190,17612209,20,117,93,230
"22264","chr9",17816088,17816114,27,64,18,109
"22265","chr9",19103380,19103403,24,6,87,117
"22266","chr9",19103706,19103733,28,9,78,115
"22267","chr9",19107687,19107705,19,7,114,140
"22268","chr9",19175436,19175473,38,66,115,219
"22269","chr9",19226768,19226787,20,56,6,82
"22270","chr9",19227805,19227831,27,135,29,191
"22271","chr9",19238450,19238662,213,67,27,307
"22272","chr9",19272946,19272966,21,76,64,161
"22273","chr9",19275278,19275310,33,76,145,254
"22274","chr9",19279368,19279385,18,139,35,192
"22275","chr9",19332518,19332536,19,30,81,130
"22276","chr9",19416509,19416549,41,82,59,182
"22277","chr9",20210638,20210675,38,27,78,143
"22278","chr9",20260850,20260872,23,7,53,83
"22279","chr9",20621903,20621921,19,7,80,106
"22280","chr9",20622409,20622432,24,54,9,87
"22281","chr9",21335319,21335341,23,112,56,191
"22282","chr9",21802986,21803037,52,17,7,76
"22283","chr9",22056213,22056235,23,23,57,103
"22284","chr9",22447240,22447266,27,118,73,218
"22285","chr9",22958425,22958448,24,37,134,195
"22286","chr9",23821757,23821779,23,31,130,184
"22287","chr9",23898194,23898212,19,144,35,198
"22288","chr9",24731477,24731494,18,125,70,213
"22289","chr9",25197819,25197838,20,80,29,129
"22290","chr9",25678180,25678197,18,123,8,149
"22291","chr9",25679801,25679823,23,58,6,87
"22292","chr9",26247575,26247600,26,8,50,84
"22293","chr9",27517648,27517672,25,24,6,55
"22294","chr9",27573209,27573234,26,6,78,110
"22295","chr9",27941432,27941453,22,71,11,104
"22296","chr9",28809746,28809764,19,65,74,158
"22297","chr9",28932108,28932152,45,131,73,249
"22298","chr9",29624707,29624732,26,8,76,110
"22299","chr9",30992846,30992875,30,74,12,116
"22300","chr9",31026320,31026354,35,75,43,153
"22301","chr9",31255098,31255142,45,122,67,234
"22302","chr9",32548000,32548023,24,24,74,122
"22303","chr9",32565972,32565994,23,119,74,216
"22304","chr9",32927774,32927795,22,60,6,88
"22305","chr9",32930809,32930835,27,74,66,167
"22306","chr9",33051121,33051154,34,6,6,46
"22307","chr9",33077146,33077167,22,119,8,149
"22308","chr9",33194675,33194701,27,78,74,179
"22309","chr9",33345164,33345191,28,144,72,244
"22310","chr9",33486732,33486752,21,3,16,40
"22311","chr9",33486759,33486795,37,46,57,140
"22312","chr9",33677010,33677037,28,42,79,149
"22313","chr9",33677370,33677389,20,105,104,229
"22314","chr9",33677386,33677404,19,120,88,227
"22315","chr9",33750148,33750171,24,35,51,110
"22316","chr9",33766264,33766289,26,11,75,112
"22317","chr9",33817733,33817756,24,65,3,92
"22318","chr9",33818122,33818148,27,1,9,37
"22319","chr9",33832311,33832333,23,106,71,200
"22320","chr9",33898081,33898103,23,76,139,238
"22321","chr9",33899367,33899390,24,6,38,68
"22322","chr9",33945492,33945515,24,58,13,95
"22323","chr9",33958707,33958724,18,5,145,168
"22324","chr9",34024044,34024066,23,19,6,48
"22325","chr9",34030451,34030474,24,145,72,241
"22326","chr9",34046644,34046672,29,67,6,102
"22327","chr9",34074982,34075015,34,74,4,112
"22328","chr9",34116350,34116386,37,6,13,56
"22329","chr9",34134743,34134767,25,112,73,210
"22330","chr9",34172019,34172041,23,76,79,178
"22331","chr9",34173997,34174019,23,107,44,174
"22332","chr9",34181418,34181448,31,6,143,180
"22333","chr9",34377761,34377795,35,80,115,230
"22334","chr9",34430847,34430866,20,97,37,154
"22335","chr9",34577922,34577963,42,8,24,74
"22336","chr9",34589684,34589716,33,140,38,211
"22337","chr9",34590167,34590187,21,105,121,247
"22338","chr9",34642012,34642038,27,123,127,277
"22339","chr9",34652181,34652211,31,57,7,95
"22340","chr9",34665395,34665417,23,1,36,60
"22341","chr9",34666553,34666570,18,52,101,171
"22342","chr9",34809999,34810031,33,24,42,99
"22343","chr9",34958227,34958257,31,8,74,113
"22344","chr9",34990028,34990050,23,10,79,112
"22345","chr9",35111317,35111343,27,140,141,308
"22346","chr9",35160417,35160436,20,4,27,51
"22347","chr9",35489593,35489623,31,22,73,126
"22348","chr9",35490117,35490139,23,102,17,142
"22349","chr9",35535535,35535554,20,6,26,52
"22350","chr9",35564549,35564567,19,62,23,104
"22351","chr9",35605297,35605317,21,17,3,41
"22352","chr9",35605360,35605382,23,8,24,55
"22353","chr9",35885099,35885149,51,76,22,149
"22354","chr9",35887976,35887994,19,5,90,114
"22355","chr9",35906351,35906371,21,51,77,149
"22356","chr9",35906548,35906616,69,119,52,240
"22357","chr9",36028641,36028669,29,117,33,179
"22358","chr9",36036361,36036379,19,50,77,146
"22359","chr9",36043192,36043215,24,29,75,128
"22360","chr9",36198703,36198720,18,74,52,144
"22361","chr9",36199435,36199467,33,76,9,118
"22362","chr9",36272621,36272645,25,4,74,103
"22363","chr9",36274069,36274116,48,11,11,70
"22364","chr9",36285722,36285746,25,76,84,185
"22365","chr9",36295552,36295574,23,146,8,177
"22366","chr9",36311861,36311887,27,69,136,232
"22367","chr9",36323711,36323734,24,30,5,59
"22368","chr9",36400879,36400941,63,34,3,100
"22369","chr9",36401199,36401223,25,116,9,150
"22370","chr9",36464163,36464189,27,50,10,87
"22371","chr9",36478404,36478423,20,35,6,61
"22372","chr9",36487499,36487545,47,10,6,63
"22373","chr9",36507254,36507271,18,6,117,141
"22374","chr9",36543116,36543138,23,145,72,240
"22375","chr9",36543453,36543482,30,147,74,251
"22376","chr9",36554191,36554208,18,76,143,237
"22377","chr9",36567971,36568002,32,128,5,165
"22378","chr9",36574431,36574453,23,145,26,194
"22379","chr9",36596558,36596603,46,75,8,129
"22380","chr9",36604269,36604295,27,75,145,247
"22381","chr9",36649920,36649956,37,3,38,78
"22382","chr9",36652043,36652064,22,77,65,164
"22383","chr9",37402264,37402287,24,77,35,136
"22384","chr9",37512449,37512466,18,18,134,170
"22385","chr9",37526798,37526867,70,75,40,185
"22386","chr9",37752159,37752210,52,87,54,193
"22387","chr9",37785080,37785101,22,29,4,55
"22388","chr9",37936041,37936058,18,137,59,214
"22389","chr9",38067405,38067430,26,110,72,208
"22390","chr9",38244984,38245003,20,72,6,98
"22391","chr9",38424367,38424398,32,30,42,104
"22392","chr9",38623303,38623343,41,117,21,179
"22393","chr9",38646564,38646625,62,46,74,182
"22394","chr9",38653535,38653560,26,75,10,111
"22395","chr9",38672793,38672830,38,8,37,83
"22396","chr9",38679352,38679377,26,19,36,81
"22397","chr9",38807775,38807799,25,42,4,71
"22398","chr9",38843981,38844000,20,69,33,122
"22399","chr9",38912176,38912194,19,43,106,168
"22400","chr9",39062539,39062559,21,29,72,122
"22401","chr9",39175203,39175230,28,27,6,61
"22402","chr9",39295437,39295478,42,125,71,238
"22403","chr9",39295513,39295544,32,65,63,160
"22404","chr9",39350150,39350179,30,9,6,45
"22405","chr9",39394554,39394574,21,8,145,174
"22406","chr9",39572632,39572651,20,77,40,137
"22407","chr9",40106076,40106101,26,2,63,91
"22408","chr9",40588927,40588953,27,75,12,114
"22409","chr9",40589796,40589828,33,42,101,176
"22410","chr9",40651088,40651112,25,96,17,138
"22411","chr9",41160411,41160433,23,69,147,239
"22412","chr9",41355816,41355833,18,37,79,134
"22413","chr9",41359403,41359436,34,65,6,105
"22414","chr9",41652493,41652552,60,89,108,257
"22415","chr9",41750095,41750113,19,77,35,131
"22416","chr9",41799409,41799429,21,8,95,124
"22417","chr9",41995731,41995751,21,139,6,166
"22418","chr9",42136457,42136497,41,29,78,148
"22419","chr9",42222632,42222657,26,8,145,179
"22420","chr9",42258896,42258924,29,53,9,91
"22421","chr9",42268392,42268416,25,48,144,217
"22422","chr9",42329292,42329311,20,77,33,130
"22423","chr9",42643186,42643228,43,115,71,229
"22424","chr9",60854441,60854473,33,118,71,222
"22425","chr9",60854515,60854554,40,65,65,170
"22426","chr9",60908840,60908862,23,9,6,38
"22427","chr9",60953363,60953383,21,8,145,174
"22428","chr9",61130015,61130061,47,122,71,240
"22429","chr9",61130099,61130144,46,65,55,166
"22430","chr9",61228726,61228746,21,8,145,174
"22431","chr9",61323482,61323525,44,3,65,112
"22432","chr9",61323559,61323595,37,73,124,234
"22433","chr9",61443735,61443762,28,8,25,61
"22434","chr9",61661666,61661703,38,16,88,142
"22435","chr9",61866459,61866485,27,89,105,221
"22436","chr9",61869176,61869198,23,99,29,151
"22437","chr9",61869205,61869241,37,142,122,301
"22438","chr9",61962138,61962156,19,77,35,131
"22439","chr9",62054327,62054345,19,28,75,122
"22440","chr9",62068412,62068429,18,69,33,120
"22441","chr9",62136595,62136613,19,43,106,168
"22442","chr9",62450635,62450677,43,115,71,229
"22443","chr9",63048554,63048580,27,14,73,114
"22444","chr9",63389898,63389924,27,75,12,114
"22445","chr9",63390762,63390793,32,41,101,174
"22446","chr9",63450488,63450521,34,96,17,147
"22447","chr9",63703382,63703416,35,60,2,97
"22448","chr9",63814821,63814843,23,38,147,208
"22449","chr9",63972145,63972165,21,11,33,65
"22450","chr9",64716398,64716424,27,75,12,114
"22451","chr9",64717278,64717310,33,42,101,176
"22452","chr9",65200718,65200744,27,75,12,114
"22453","chr9",65201587,65201619,33,42,101,176
"22454","chr9",65298794,65298825,32,11,33,76
"22455","chr9",65395507,65395545,39,89,105,233
"22456","chr9",65401992,65402029,38,46,108,192
"22457","chr9",65480158,65480223,66,74,130,270
"22458","chr9",65592671,65592708,38,16,88,142
"22459","chr9",65704911,65704938,28,149,74,251
"22460","chr9",65722698,65722733,36,35,9,80
"22461","chr9",65820960,65820985,26,14,72,112
"22462","chr9",65897234,65897254,21,80,7,108
"22463","chr9",66179452,66179474,23,102,83,208
"22464","chr9",66266933,66266950,18,37,79,134
"22465","chr9",66671874,66671891,18,52,2,72
"22466","chr9",66711040,66711058,19,133,6,158
"22467","chr9",66792368,66792388,21,42,75,138
"22468","chr9",66818688,66818708,21,8,8,37
"22469","chr9",66953509,66953531,23,147,6,176
"22470","chr9",67052045,67052093,49,148,29,226
"22471","chr9",67052158,67052204,47,75,88,210
"22472","chr9",67191629,67191657,29,8,137,174
"22473","chr9",67451756,67451773,18,108,41,167
"22474","chr9",67519950,67519967,18,35,67,120
"22475","chr9",67534040,67534065,26,145,26,197
"22476","chr9",67610434,67610485,52,74,130,256
"22477","chr9",67626388,67626405,18,37,75,130
"22478","chr9",67711574,67711610,37,124,140,301
"22479","chr9",67711617,67711639,23,31,97,151
"22480","chr9",67714330,67714354,25,107,87,219
"22481","chr9",68288648,68288674,27,35,1,63
"22482","chr9",68857956,68857991,36,8,48,92
"22483","chr9",68988445,68988467,23,8,1,32
"22484","chr9",69037285,69037304,20,21,79,120
"22485","chr9",69088241,69088263,23,69,87,179
"22486","chr9",69098895,69098919,25,110,9,144
"22487","chr9",69125304,69125324,21,126,94,241
"22488","chr9",69611286,69611315,30,143,106,279
"22489","chr9",69760014,69760032,19,98,118,235
"22490","chr9",69923265,69923299,35,11,73,119
"22491","chr9",70044387,70044413,27,132,10,169
"22492","chr9",70179353,70179371,19,74,31,124
"22493","chr9",70375435,70375453,19,109,24,152
"22494","chr9",70412187,70412214,28,64,82,174
"22495","chr9",70434179,70434214,36,77,88,201
"22496","chr9",70464292,70464310,19,68,43,130
"22497","chr9",70629326,70629344,19,67,39,125
"22498","chr9",71743067,71743085,19,87,24,130
"22499","chr9",71768574,71768609,36,44,59,139
"22500","chr9",71768898,71768919,22,74,104,200
"22501","chr9",71982975,71982999,25,112,24,161
"22502","chr9",72000692,72000733,42,87,54,183
"22503","chr9",72055269,72055439,171,41,113,325
"22504","chr9",72123483,72123504,22,75,145,242
"22505","chr9",72148301,72148352,52,36,94,182
"22506","chr9",72229172,72229199,28,143,120,291
"22507","chr9",72229353,72229385,33,71,4,108
"22508","chr9",72365284,72365304,21,113,17,151
"22509","chr9",72548567,72548584,18,94,85,197
"22510","chr9",72685363,72685381,19,76,54,149
"22511","chr9",72699957,72699980,24,147,6,177
"22512","chr9",73079209,73079229,21,25,72,118
"22513","chr9",73081315,73081332,18,80,143,241
"22514","chr9",73661851,73661878,28,21,65,114
"22515","chr9",74498818,74498840,23,12,72,107
"22516","chr9",74902336,74902368,33,123,34,190
"22517","chr9",74903151,74903182,32,76,96,204
"22518","chr9",74927533,74927564,32,11,66,109
"22519","chr9",74960209,74960232,24,148,27,199
"22520","chr9",75088217,75088241,25,33,132,190
"22521","chr9",75403034,75403055,22,63,130,215
"22522","chr9",75547682,75547704,23,79,50,152
"22523","chr9",75809175,75809203,29,8,4,41
"22524","chr9",75876421,75876453,33,125,74,232
"22525","chr9",76345411,76345437,27,77,64,168
"22526","chr9",77020146,77020177,32,32,41,105
"22527","chr9",77020311,77020349,39,14,135,188
"22528","chr9",77904318,77904348,31,74,146,251
"22529","chr9",78030875,78030928,54,4,120,178
"22530","chr9",78031589,78031609,21,21,88,130
"22531","chr9",78031820,78031851,32,39,31,102
"22532","chr9",78237956,78237975,20,145,19,184
"22533","chr9",78308956,78308973,18,96,72,186
"22534","chr9",78412839,78413223,385,98,100,583
"22535","chr9",79248829,79248846,18,81,32,131
"22536","chr9",80003163,80003188,26,12,48,86
"22537","chr9",80089701,80089724,24,53,3,80
"22538","chr9",80359493,80359522,30,136,121,287
"22539","chr9",81325560,81325585,26,75,144,245
"22540","chr9",81514808,81514832,25,76,123,224
"22541","chr9",81527616,81527633,18,38,6,62
"22542","chr9",81623618,81623642,25,145,32,202
"22543","chr9",81700998,81701015,18,26,111,155
"22544","chr9",81747451,81747469,19,77,74,170
"22545","chr9",81753990,81754017,28,132,6,166
"22546","chr9",81881398,81881427,30,5,70,105
"22547","chr9",81960957,81960986,30,68,6,104
"22548","chr9",81976760,81976790,31,76,30,137
"22549","chr9",83058173,83058200,28,8,124,160
"22550","chr9",83817838,83817864,27,3,15,45
"22551","chr9",83964499,83964526,28,107,6,141
"22552","chr9",84041777,84041816,40,85,6,131
"22553","chr9",84547116,84547156,41,33,74,148
"22554","chr9",84699728,84699754,27,24,131,182
"22555","chr9",85160899,85160922,24,15,70,109
"22556","chr9",85366594,85366611,18,77,39,134
"22557","chr9",85741900,85741949,50,89,25,164
"22558","chr9",85873999,85874027,29,78,6,113
"22559","chr9",85953218,85953239,22,148,1,171
"22560","chr9",86045353,86045372,20,129,4,153
"22561","chr9",86076422,86076454,33,18,73,124
"22562","chr9",86186373,86186486,114,2,10,126
"22563","chr9",86216631,86216659,29,121,103,253
"22564","chr9",86240686,86240726,41,76,2,119
"22565","chr9",86632855,86632874,20,76,50,146
"22566","chr9",87148505,87148523,19,77,81,177
"22567","chr9",87430256,87430346,91,28,124,243
"22568","chr9",87589056,87589079,24,26,143,193
"22569","chr9",87915292,87915318,27,98,5,130
"22570","chr9",87918761,87918787,27,98,5,130
"22571","chr9",88007229,88007255,27,1,47,75
"22572","chr9",88021435,88021460,26,74,74,174
"22573","chr9",88101118,88101138,21,7,81,109
"22574","chr9",88134157,88134183,27,7,96,130
"22575","chr9",88137625,88137651,27,7,96,130
"22576","chr9",88141123,88141140,18,4,2,24
"22577","chr9",88194789,88194818,30,9,43,82
"22578","chr9",88214270,88214295,26,8,136,170
"22579","chr9",88217097,88217120,24,76,92,192
"22580","chr9",88270096,88270117,22,35,10,67
"22581","chr9",88304583,88304604,22,8,64,94
"22582","chr9",88322241,88322265,25,7,124,156
"22583","chr9",88334321,88334344,24,62,44,130
"22584","chr9",88405537,88405556,20,71,2,93
"22585","chr9",88408966,88409010,45,5,141,191
"22586","chr9",88444682,88444708,27,8,6,41
"22587","chr9",88482228,88482250,23,30,96,149
"22588","chr9",88967926,88967952,27,24,75,126
"22589","chr9",89180556,89180583,28,126,10,164
"22590","chr9",89296506,89296535,30,23,109,162
"22591","chr9",89347466,89347489,24,69,140,233
"22592","chr9",89438965,89438999,35,8,11,54
"22593","chr9",89452174,89452196,23,8,88,119
"22594","chr9",89453858,89453875,18,76,17,111
"22595","chr9",89497978,89498006,29,62,48,139
"22596","chr9",89648376,89648394,19,91,82,192
"22597","chr9",89707322,89707340,19,44,64,127
"22598","chr9",89707562,89707661,100,38,35,173
"22599","chr9",90134504,90134532,29,6,79,114
"22600","chr9",91859824,91859847,24,5,7,36
"22601","chr9",92002395,92002420,26,145,13,184
"22602","chr9",92004726,92004745,20,31,63,114
"22603","chr9",92005510,92005532,23,87,72,182
"22604","chr9",92060744,92060763,20,118,34,172
"22605","chr9",92204735,92204757,23,75,23,121
"22606","chr9",92345251,92345275,25,85,76,186
"22607","chr9",92764802,92764831,30,16,36,82
"22608","chr9",92914108,92914147,40,111,6,157
"22609","chr9",92946093,92946114,22,22,18,62
"22610","chr9",92955473,92955493,21,45,105,171
"22611","chr9",93023796,93023821,26,123,98,247
"22612","chr9",93048237,93048267,31,4,3,38
"22613","chr9",93050172,93050194,23,110,75,208
"22614","chr9",93058660,93058680,21,35,50,106
"22615","chr9",93125895,93125921,27,19,142,188
"22616","chr9",93233198,93233217,20,86,10,116
"22617","chr9",93299593,93299610,18,125,111,254
"22618","chr9",93322306,93322336,31,76,141,248
"22619","chr9",93451522,93451546,25,35,23,83
"22620","chr9",93451697,93451719,23,4,22,49
"22621","chr9",93576892,93576916,25,36,62,123
"22622","chr9",93576978,93576997,20,20,74,114
"22623","chr9",93676649,93676704,56,116,25,197
"22624","chr9",93951568,93951594,27,8,56,91
"22625","chr9",93955404,93955433,30,58,10,98
"22626","chr9",94162957,94162975,19,3,74,96
"22627","chr9",94260088,94260106,19,44,66,129
"22628","chr9",94260813,94260838,26,9,10,45
"22629","chr9",94261015,94261049,35,66,48,149
"22630","chr9",94346108,94346141,34,26,4,64
"22631","chr9",94494070,94494087,18,76,31,125
"22632","chr9",94521302,94521321,20,71,73,164
"22633","chr9",94555113,94555148,36,112,102,250
"22634","chr9",94582851,94582871,21,76,7,104
"22635","chr9",94614131,94614204,74,93,24,191
"22636","chr9",94621214,94621237,24,68,6,98
"22637","chr9",94635087,94635110,24,34,76,134
"22638","chr9",94661474,94661526,53,77,36,166
"22639","chr9",94777626,94777651,26,76,92,194
"22640","chr9",94784925,94784950,26,6,118,150
"22641","chr9",94848452,94848473,22,78,74,174
"22642","chr9",95004941,95004987,47,27,12,86
"22643","chr9",95088508,95088527,20,5,118,143
"22644","chr9",95318611,95318628,18,110,10,138
"22645","chr9",95357147,95357170,24,144,73,241
"22646","chr9",95375427,95375452,26,88,7,121
"22647","chr9",95508365,95508387,23,31,7,61
"22648","chr9",95509243,95509273,31,108,33,172
"22649","chr9",95525913,95525940,28,129,7,164
"22650","chr9",95779776,95779819,44,72,97,213
"22651","chr9",96030702,96030720,19,82,6,107
"22652","chr9",96407002,96407028,27,70,74,171
"22653","chr9",96407981,96408019,39,119,70,228
"22654","chr9",96415222,96415240,19,30,75,124
"22655","chr9",96415480,96415515,36,8,31,75
"22656","chr9",96417583,96417608,26,52,22,100
"22657","chr9",96417977,96417996,20,15,22,57
"22658","chr9",96453088,96453109,22,100,143,265
"22659","chr9",96583371,96583414,44,76,117,237
"22660","chr9",96624442,96624478,37,25,87,149
"22661","chr9",96654925,96654955,31,62,110,203
"22662","chr9",96699557,96699575,19,72,65,156
"22663","chr9",96734508,96734530,23,6,59,88
"22664","chr9",96911500,96911538,39,8,13,60
"22665","chr9",97237764,97237796,33,11,10,54
"22666","chr9",97412046,97412091,46,12,18,76
"22667","chr9",97413076,97413095,20,91,2,113
"22668","chr9",97530788,97530806,19,9,140,168
"22669","chr9",97854413,97854451,39,34,5,78
"22670","chr9",97908412,97908431,20,69,74,163
"22671","chr9",98056747,98056764,18,80,80,178
"22672","chr9",98151815,98151834,20,8,143,171
"22673","chr9",98187283,98187309,27,77,6,110
"22674","chr9",98227782,98227799,18,116,74,208
"22675","chr9",98708638,98708671,34,33,107,174
"22676","chr9",98708679,98708705,27,4,66,97
"22677","chr9",98708891,98708922,32,17,20,69
"22678","chr9",99105166,99105184,19,44,26,89
"22679","chr9",99105256,99105283,28,3,63,94
"22680","chr9",99199706,99199724,19,14,70,103
"22681","chr9",99204883,99204906,24,62,34,120
"22682","chr9",99369013,99369035,23,145,71,239
"22683","chr9",99820032,99820076,45,70,39,154
"22684","chr9",99821691,99821709,19,113,94,226
"22685","chr9",99822746,99822779,34,135,74,243
"22686","chr9",99906589,99906615,27,68,133,228
"22687","chr9",100427251,100427272,22,12,61,95
"22688","chr9",100430325,100430342,18,7,94,119
"22689","chr9",100440932,100440953,22,76,138,236
"22690","chr9",100473999,100474018,20,123,65,208
"22691","chr9",100490837,100490898,62,124,110,296
"22692","chr9",100526956,100526981,26,133,31,190
"22693","chr9",100727453,100727479,27,59,102,188
"22694","chr9",101109135,101109158,24,90,66,180
"22695","chr9",101398944,101398966,23,32,46,101
"22696","chr9",101778706,101778741,36,8,115,159
"22697","chr9",103885041,103885074,34,77,27,138
"22698","chr9",104039213,104039247,35,43,55,133
"22699","chr9",104302738,104302772,35,100,144,279
"22700","chr9",104316035,104316083,49,81,38,168
"22701","chr9",104377476,104377495,20,118,14,152
"22702","chr9",104764541,104764558,18,9,85,112
"22703","chr9",104874570,104874603,34,142,70,246
"22704","chr9",104874583,104874607,25,146,57,228
"22705","chr9",104942375,104942401,27,9,11,47
"22706","chr9",105119617,105119636,20,7,90,117
"22707","chr9",105139940,105139988,49,20,147,216
"22708","chr9",105162043,105162074,32,49,64,145
"22709","chr9",105244585,105244603,19,64,88,171
"22710","chr9",105244728,105244754,27,56,99,182
"22711","chr9",105257088,105257109,22,71,143,236
"22712","chr9",105508175,105508195,21,75,5,101
"22713","chr9",105656220,105656238,19,38,53,110
"22714","chr9",105694835,105694859,25,88,85,198
"22715","chr9",105903236,105903283,48,5,111,164
"22716","chr9",106629157,106629193,37,145,25,207
"22717","chr9",106844639,106844677,39,78,36,153
"22718","chr9",106863000,106863135,136,65,67,268
"22719","chr9",107245876,107245895,20,36,61,117
"22720","chr9",107309931,107309950,20,102,74,196
"22721","chr9",107339851,107339870,20,19,75,114
"22722","chr9",107395793,107395816,24,6,4,34
"22723","chr9",107501527,107501553,27,6,71,104
"22724","chr9",107525445,107525465,21,13,1,35
"22725","chr9",107605730,107605750,21,76,67,164
"22726","chr9",108210529,108210562,34,11,76,121
"22727","chr9",108393601,108393621,21,42,113,176
"22728","chr9",108667293,108667318,26,119,74,219
"22729","chr9",108830378,108830404,27,40,14,81
"22730","chr9",109320481,109320510,30,6,34,70
"22731","chr9",109320699,109320717,19,10,36,65
"22732","chr9",109321009,109321042,34,9,56,99
"22733","chr9",109478955,109478989,35,143,105,283
"22734","chr9",109488094,109488114,21,40,24,85
"22735","chr9",109499842,109499870,29,47,51,127
"22736","chr9",109532945,109532972,28,75,5,108
"22737","chr9",109533127,109533155,29,69,71,169
"22738","chr9",109534623,109534653,31,28,25,84
"22739","chr9",109598876,109598894,19,122,5,146
"22740","chr9",110049379,110049402,24,52,17,93
"22741","chr9",110050611,110050648,38,11,107,156
"22742","chr9",110109319,110109336,18,36,72,126
"22743","chr9",110198894,110198918,25,12,5,42
"22744","chr9",110203012,110203032,21,69,91,181
"22745","chr9",110466761,110466778,18,126,6,150
"22746","chr9",110694216,110694236,21,77,56,154
"22747","chr9",111504820,111504848,29,39,35,103
"22748","chr9",111504848,111504874,27,65,7,99
"22749","chr9",111505035,111505055,21,120,75,216
"22750","chr9",111519277,111519306,30,74,111,215
"22751","chr9",111534719,111534741,23,76,46,145
"22752","chr9",111560637,111560659,23,92,10,125
"22753","chr9",111740878,111740906,29,7,90,126
"22754","chr9",111796063,111796085,23,77,26,126
"22755","chr9",111803876,111803897,22,62,74,158
"22756","chr9",111828117,111828146,30,30,62,122
"22757","chr9",111856845,111856866,22,71,3,96
"22758","chr9",112155829,112156042,214,8,91,313
"22759","chr9",112176496,112176584,89,31,124,244
"22760","chr9",112176578,112176596,19,43,42,104
"22761","chr9",112330015,112330032,18,34,73,125
"22762","chr9",112380050,112380080,31,53,117,201
"22763","chr9",112486782,112486829,48,26,121,195
"22764","chr9",112523445,112523468,24,142,12,178
"22765","chr9",112682606,112682634,29,76,7,112
"22766","chr9",112725441,112725465,25,149,5,179
"22767","chr9",112819247,112819284,38,77,49,164
"22768","chr9",113150983,113151004,22,66,115,203
"22769","chr9",113294543,113294562,20,132,69,221
"22770","chr9",113303905,113303938,34,8,63,105
"22771","chr9",113314160,113314179,20,22,6,48
"22772","chr9",113314200,113314232,33,75,34,142
"22773","chr9",113324390,113324407,18,76,83,177
"22774","chr9",113344448,113344473,26,76,101,203
"22775","chr9",113349586,113349638,53,38,62,153
"22776","chr9",113376347,113376369,23,80,20,123
"22777","chr9",113804873,113804897,25,3,66,94
"22778","chr9",113876052,113876069,18,11,112,141
"22779","chr9",113876277,113876308,32,4,53,89
"22780","chr9",114155987,114156009,23,85,22,130
"22781","chr9",114611534,114611558,25,73,20,118
"22782","chr9",114702789,114702808,20,69,101,190
"22783","chr9",115199526,115199544,19,123,6,148
"22784","chr9",115922075,115922099,25,97,73,195
"22785","chr9",116154328,116154367,40,21,73,134
"22786","chr9",116267882,116267909,28,31,67,126
"22787","chr9",117414644,117414677,34,37,61,132
"22788","chr9",117414812,117414848,37,73,6,116
"22789","chr9",117414963,117414990,28,48,48,124
"22790","chr9",117923457,117923476,20,7,86,113
"22791","chr9",118114164,118114188,25,6,74,105
"22792","chr9",118514462,118514508,47,50,8,105
